id;name;dob;affiliation
10008;N__A__Escoda;1988-03-07;Wuhan University
10007;Marina_de_Retes;1955-09-18;University of Kentucky
10009;Cristina_Gallardo_Mayo;1969-01-13;University of Arkansas
8714;S__Ranadive;1978-08-08;University of Copenhagen
10000;Sandra_Gadín_López;1967-03-22;Chinese Academy of Sciences
8715;Min_Wu;1971-04-07;Oklahoma State University
8712;Xin_Tian;1994-05-09;University of Arkansas
10002;B__G__Tonal;1960-05-29;Stanford University
8713;Chau_Wai_Wong;1960-12-24;Beijing Normal University
10001;E__Moreno;2000-02-16;Kyoto University
8718;D__Menon;1981-11-19;China Agricultural University
10004;B__Yañez;1964-05-01;University of Copenhagen
8719;David_A__Ripsman;1952-01-02;University of Wisconsin-Madiso
10003;Elena_Lucena_de_Pablo;1989-05-30;Michigan State University
8716;C__Wild;1981-09-30;University of Arkansas
10006;Beatriz_Nozal_Mateo;1985-09-09;China Agricultural University
8717;L__Norton;1983-03-12;Beijing Normal University
10005;Beatriz_Vázquez_Rivero;1967-05-18;University of Guelph
7400;Dawei_Jiang;1974-04-18;University of Wisconsin-Madiso
8732;Soegianto_Ali;1949-11-04;Oklahoma State University
8733;R__Aparasu;1951-08-31;University of Wisconsin-Madiso
7402;Danzha_Zheng;1951-03-06;University of Kentucky
8730;M__Nathaniel;1963-09-25;University of Kentucky
7401;Kun_Wang;1997-05-23;Colorado State University
8731;Robert_Shen;1951-06-21;Colorado State University
8725;C__Egea;1960-08-06;University of Copenhagen
8726;B__Hodkinson;1993-07-22;Stanford University
8723;J__Sayas;1981-02-25;University of Guelph
8724;O__Mediano;1957-01-25;Slovak University of Technology in Bratislava
8729;Y__Turana;1970-03-31;Chinese Academy of Sciences
8727;P__Gina;1976-04-05;Slovak University of Technology in Bratislava
8728;M__Schneider;1968-02-29;University of Copenhagen
8740;A__Piccioni;1971-12-17;Colorado State University
7411;Haomiao_Li;1972-08-28;University of Wisconsin-Madiso
8743;I__Pindinello;1975-06-17;University of Kentucky
7410;Feng_Zhou;1949-04-10;Beijing Normal University
8744;R__Boverio;1988-05-21;Oklahoma State University
7413;Zhi‐Gang_She;2000-05-22;Oklahoma State University
8741;M__Betti;1960-02-06;University of Copenhagen
7412;Xiao_Jing_Zhang;1952-01-01;University of Guelph
8742;A__Maconi;1969-08-22;Colorado State University
7404;Fuqiang_Shao;1990-02-04;China Agricultural University
8736;T__Romenskaya;1972-01-19;University of Illinois
7403;Ziyang_Zhu;1969-03-16;Kyoto University
8737;A__Saviano;1972-08-25;Stanford University
7406;Xiaoli_Lan;2001-02-06;Oklahoma State University
8734;Y__Longhitano;1986-05-22;Oklahoma State University
7405;Rui_Qian;1979-04-05;University of Nebraska-Lincoln
8735;C__Zanza;1970-09-17;Chinese Academy of Sciences
7408;Ze‐Dong_Chen;1980-10-15;University of Arkansas
7407;C__Qin;1992-04-21;Kyoto University
8738;T__Persiano;1999-03-13;Chinese Academy of Sciences
7409;Jiayi_Liu;1982-11-02;University of Nebraska-Lincoln
8739;M__Leo;1950-04-29;Colorado State University
8750;U__Hamsen;1994-06-04;University of Illinois
8751;U__Janssens;1982-01-14;Slovak University of Technology in Bratislava
7420;Chengming_Fan;1993-02-17;University of Nebraska-Lincoln
7422;Wangping_Chen;2001-04-03;Wuhan University
8754;M__Nothacker;1999-06-22;Michigan State University
7421;Lu_Wang;1969-09-19;Beijing Normal University
8755;S__Roiter;1985-11-11;University of Wisconsin-Madiso
7424;Dunzheng_Han;1972-12-25;Beijing Normal University
8752;C__Karagiannidis;1990-02-04;Beijing Normal University
7423;Yipeng_Du;1984-10-31;University of Wisconsin-Madiso
8753;S__Kluge;1977-09-04;Oklahoma State University
7415;Jingjing_Cai;1970-08-22;Slovak University of Technology in Bratislava
8747;F__Racca;1995-06-11;China Agricultural University
7414;Zhibing_Lu;2001-10-07;Beijing Normal University
8748;J__Gottlieb;1962-01-01;Chinese Academy of Sciences
7417;Eric_Zhang;1981-10-06;Stanford University
8745;J__Rello;1984-01-24;Chinese Academy of Sciences
7416;Hongliang_Li;1958-06-23;Beijing Normal University
8746;F__Franceschi;1964-01-01;University of Kentucky
7419;Chaoshan_Han;1999-10-16;University of Copenhagen
7418;Yanwen_Liu;1948-02-18;Kyoto University
8749;P__Capetian;1978-07-08;University of Kentucky
8761;A__Levine;1982-06-04;University of Nebraska-Lincoln
8762;Linda_Sollecito;1976-04-07;Slovak University of Technology in Bratislava
6100;H__H__Ahmed;1974-01-30;Chinese Academy of Sciences
7431;Y__Szekely;1965-06-11;Michigan State University
7430;A__Banai;1952-08-24;Wuhan University
8760;O__Turan;1954-01-19;University of Nebraska-Lincoln
6102;Fatma_A__Hossam_Eldein_Mohamed;1966-02-20;Chinese Academy of Sciences
7433;L__Lupu;1994-12-05;University of Copenhagen
8765;S__Crimmins;1969-02-22;Colorado State University
6101;Said_Elkhamy;1993-08-10;University of Wisconsin-Madiso
7432;A__Borohovitz;1958-06-28;Kansas State University
8766;S__Turan;1947-04-27;Michigan State University
6104;Adel_ELfahar;1987-05-20;Michigan State University
7435;A__Hochstadt;1977-08-17;Stanford University
8763;S__Williams;1968-01-16;Slovak University of Technology in Bratislava
6103;H__Elkamchouchi;1978-05-10;Stanford University
7434;Erez_Levy;1987-08-07;Kyoto University
8764;Emad_A_Elsamadicy;1989-08-16;Stanford University
7426;Shi_yue_Xu;1951-07-22;University of Nebraska-Lincoln
8758;T__Fühner;1973-01-27;University of Illinois
7425;B__Arnone;1986-12-11;China Agricultural University
8759;L__Cojocaru;1960-02-20;Slovak University of Technology in Bratislava
7428;J__Mobley;2003-01-13;Stanford University
8756;T__Volk;1955-06-15;University of Illinois
7427;Yuhua_Wei;1956-04-30;Chinese Academy of Sciences
8757;H__Worth;1991-08-12;University of Copenhagen
7429;G__Qin;1953-04-18;China Agricultural University
7440;E__Chorin;1974-12-27;Chinese Academy of Sciences
8772;V__Chediack;1986-05-13;China Agricultural University
8773;Mariela_Mansur;1996-04-06;Michigan State University
6111;P__Andono;1948-07-18;Slovak University of Technology in Bratislava
7442;Yangmeihui_Song;1963-12-23;Oklahoma State University
8770;Ramiro_Larrea;1956-10-03;Beijing Normal University
6110;M__Abd_Elnaby;1964-05-23;University of Copenhagen
7441;Yu_Yao;2002-08-21;Wuhan University
8771;E__Cunto;1951-09-19;Colorado State University
6113;Pratap_Chandra_Mandal;1951-10-03;Kyoto University
7444;Jingjing_Wang;1963-10-09;University of Nebraska-Lincoln
8776;Héctor_E_Di_Salvo;1984-11-23;University of Illinois
6112;D__Setiadi;1990-11-01;Wuhan University
7443;Zhangyongxue_Zhou;1957-10-04;University of Arkansas
8777;Fabrizio_Verdini;1993-02-09;Kansas State University
6115;Goutam_Paul;1966-04-05;University of Illinois
7446;Yi_Liu;1988-02-17;University of Arkansas
8774;Daniela_M_Brito;1996-10-27;Kansas State University
6114;Imon_Mukherjee;1972-01-03;University of Wisconsin-Madiso
7445;Yue_Liu;1971-10-13;University of Arkansas
8775;E__García;1953-06-16;Slovak University of Technology in Bratislava
6106;M__Amoon;2001-08-09;University of Arkansas
7437;Philippe_Taieb;1952-02-18;Wuhan University
8769;G__Keller;1984-01-07;Michigan State University
6105;Abdulaziz_Alarifi;1955-02-07;Michigan State University
7436;E__Ghantous;1981-12-03;Beijing Normal University
6108;Aman_Singh;1973-01-06;Stanford University
7439;Y__Topilsky;1993-07-29;Kyoto University
8767;Mariana_Cannellotto;1990-10-03;Beijing Normal University
6107;M__Aly;1954-05-28;University of Nebraska-Lincoln
7438;S__Banai;1989-05-03;University of Nebraska-Lincoln
8768;Mariano_Duarte;1960-03-22;Oklahoma State University
6109;A__Elshafee;1967-03-31;University of Arkansas
6120;B__A__Malik;1949-03-05;University of Kentucky
7451;Weipeng_Hu;1968-04-30;University of Guelph
8783;S__Halawa;1958-09-20;Stanford University
7450;B__Guo;1988-05-08;University of Nebraska-Lincoln
8784;S__Pullamsetti;1981-03-11;University of Wisconsin-Madiso
6122;M__Akhaee;1988-10-09;University of Nebraska-Lincoln
7453;Xiaodan_Guo;1985-09-11;Oklahoma State University
8781;G__Di_Girolamo;1959-04-22;University of Arkansas
6121;Alireza_Shahanaghi;1961-07-01;Michigan State University
7452;Cui_Yang;1999-07-07;University of Guelph
8782;E__Estrada;1952-12-25;University of Guelph
6124;Ramin_Toosi;1948-04-19;Chinese Academy of Sciences
7455;X__Loh;1978-01-04;Beijing Normal University
8787;P__Dorfmüller;1963-10-19;Chinese Academy of Sciences
6123;Saeed_Sarreshtedari;1955-04-04;University of Illinois
7454;Yihong_Wu;1950-06-21;University of Guelph
8788;M__Frid;1966-08-05;Kyoto University
6126;Rekha_Patil;1995-08-29;University of Guelph
7457;Yunlong_Wu;1967-03-24;University of Wisconsin-Madiso
8785;Charles_R__M__Bangham;1985-03-29;Oklahoma State University
6125;N__Jyothi;1952-04-14;Wuhan University
7456;Zibiao_Li;1998-12-02;University of Copenhagen
8786;K__Stenmark;1991-05-05;Stanford University
8780;J__Roberti;1966-11-06;Wuhan University
6117;Aiman_Jan;1975-07-24;Kansas State University
7448;Shubham_Roy;1972-12-25;University of Wisconsin-Madiso
6116;B__N__Chatterji;1992-10-28;Stanford University
7447;Haiyan_Huang;1955-04-20;Kansas State University
6119;M__Hussan;1989-07-23;Colorado State University
8778;C__Domínguez;1953-05-07;Chinese Academy of Sciences
6118;S__A__Parah;2001-05-31;Kansas State University
7449;Zhiyong_Song;1972-03-27;Oklahoma State University
8779;Liliana_Jordá_Vargas;1985-07-01;University of Kentucky
6131;Sharanabasappa;1974-03-10;Wuhan University
7462;Ye_Liu;1960-02-13;Colorado State University
8794;A__Shah;1967-11-02;University of Arkansas
6130;Rangayya;1953-07-24;China Agricultural University
7461;Xiaohui_Song;1955-03-30;University of Guelph
8795;Y__Aguib;1966-05-18;China Agricultural University
6133;Nitesh_kumar_Sharma;1987-10-18;University of Wisconsin-Madiso
7464;T__Sun;1952-03-29;University of Guelph
8792;David_I__Stuart;1980-11-12;Stanford University
6132;S__Nandyal;1977-11-18;Beijing Normal University
7463;Ming_Chen;1995-08-18;Chinese Academy of Sciences
8793;K__OGallagher;1996-01-16;Kyoto University
6135;M_R__Khan;1969-03-14;Wuhan University
7466;Ke_Qiong_Deng;1984-04-04;Stanford University
8798;Alice_Garès;2000-10-10;Stanford University
6134;Deepesh_Kumar_Gautam;1964-03-02;Kansas State University
7465;Xuewei_Huang;1988-05-22;Beijing Normal University
8799;A__Giraud_Gatineau;1959-12-10;Chinese Academy of Sciences
6137;R__Abdullah;1980-06-21;University of Kentucky
7468;D__Yao;1964-10-31;University of Kentucky
8796;M__Yacoub;1990-09-19;University of Wisconsin-Madiso
6136;Dyala_R__Ibrahim;1963-09-11;Colorado State University
7467;X__Zuo;2002-10-24;Stanford University
8797;S__Arlotto;1961-06-12;Wuhan University
8790;N__Morrell;1952-01-10;University of Illinois
8791;V__A__de_Jesus_Perez;1986-12-22;University of Illinois
7460;J__Qin;1971-08-25;Slovak University of Technology in Bratislava
6128;Virupakshappa;1972-03-27;University of Arkansas
7459;Fang_Lei;1964-09-08;Oklahoma State University
6127;D__Uplaonkar;1948-10-30;University of Guelph
7458;Caisheng_Wu;1992-02-04;Chinese Academy of Sciences
8789;G__Butrous;1965-06-07;University of Arkansas
6129;Nagabhushan_Patil;1997-02-26;Chinese Academy of Sciences
6142;J__McGill;1977-12-16;Slovak University of Technology in Bratislava
7473;Lidong_Chen;1976-09-01;Chinese Academy of Sciences
6141;Elan_Simckes;1961-08-26;Colorado State University
7472;Feng_Liu;1961-12-07;University of Nebraska-Lincoln
6144;R__Hayashi;2000-01-24;University of Kentucky
7475;J__Xia;1978-12-23;University of Wisconsin-Madiso
6143;S__Suzuki;1999-09-17;University of Copenhagen
7474;Jie_Luo;1965-07-13;University of Arkansas
6146;K__Shimatani;1950-01-02;Wuhan University
7477;Qiongyu_Yang;1977-05-31;Slovak University of Technology in Bratislava
6145;T__Kenmochi;1995-09-10;University of Illinois
7476;Lin_Wang;1948-11-10;Slovak University of Technology in Bratislava
6148;H__Amemiya;2001-03-10;University of Guelph
7479;Yan‐Xiao_Ji;1978-12-08;Colorado State University
6147;T__Fukuoka;1947-04-26;Kyoto University
7478;P__Zhang;1992-04-01;Slovak University of Technology in Bratislava
6140;V__Ratts;1979-02-04;University of Arkansas
7471;Gang_Wang;1986-02-09;Chinese Academy of Sciences
7470;Huiming_Lu;1950-07-07;Beijing Normal University
6139;C__R__Kilpatrick;1995-08-31;University of Wisconsin-Madiso
6138;J__Teh;1953-09-26;University of Illinois
7469;Li_Juan_Xu;1964-05-22;University of Wisconsin-Madiso
6153;Y__Akamatsu;1961-07-28;Beijing Normal University
7484;Thomas_Defrancq;1975-07-24;University of Guelph
6152;Y__Enomoto;2003-01-01;Kyoto University
7483;L__Butruille;1952-05-14;Oklahoma State University
6155;S__Satomi;1962-09-03;Stanford University
7486;Nicolas_Destrait;1957-02-28;Colorado State University
6154;S__Sekiguchi;1979-08-20;Chinese Academy of Sciences
7485;J__Robert;1983-04-14;Wuhan University
6157;M__Tepper;1952-06-03;Stanford University
7488;S__Aghezzaf;1948-02-13;Stanford University
6156;F__Thomas;1967-01-15;Chinese Academy of Sciences
7487;A__Coisne;1966-03-15;Michigan State University
6159;C__Haisch;1955-06-28;University of Illinois
6158;Judith_M__Thomas;1993-12-20;University of Nebraska-Lincoln
7489;E__Woitrain;2001-05-09;Kyoto University
7480;Q__Zeng;1987-09-25;China Agricultural University
6151;K__Satoh;1964-04-12;University of Guelph
7482;R__Decoin;1990-12-26;University of Kentucky
6150;N__Kawagishi;1953-10-14;University of Wisconsin-Madiso
7481;J__J_Cai;1956-03-22;Stanford University
6149;B__Kahan;1950-11-13;China Agricultural University
6164;N__Tam;1955-07-15;Michigan State University
7495;D__Klug;1974-08-14;University of Nebraska-Lincoln
6163;Lin_wei_Wu;1997-07-16;University of Kentucky
7494;F__Brigadeau;1961-12-07;University of Copenhagen
6166;Chenglin_Wu;1967-05-29;Kyoto University
7497;D__Dombrowicz;2000-08-10;University of Nebraska-Lincoln
6165;R__Deng;1997-04-24;Oklahoma State University
7496;A__Vincentelli;1993-08-15;University of Guelph
6168;Dong_ping_Wang;1999-07-27;University of Wisconsin-Madiso
7499;D__Montaigne;1999-08-20;University of Nebraska-Lincoln
6167;Philip_Chen;1971-03-04;Oklahoma State University
7498;B__Staels;1978-11-07;Slovak University of Technology in Bratislava
6169;Xiaoshun_He;1999-05-04;University of Copenhagen
6160;A__Thomson;1991-08-25;Oklahoma State University
7491;S__Schino;1950-12-24;Oklahoma State University
7490;Z__Gouda;1985-10-31;Oklahoma State University
6162;M__Kanashiro;1974-03-17;Kyoto University
7493;P__Maboudou;1991-03-29;Slovak University of Technology in Bratislava
6161;A__Nüssler;1953-07-11;Chinese Academy of Sciences
7492;C__Klein;1989-04-05;University of Wisconsin-Madiso
6175;Jianwen_Jiang;1968-10-24;University of Kentucky
6174;Hui_Liu;1966-09-15;University of Copenhagen
6177;Hui_Chen;1948-10-23;University of Kentucky
6176;Li_Jiang;1989-04-22;University of Arkansas
6179;Lin_Zhou;1999-12-20;Slovak University of Technology in Bratislava
6178;Haiyang_Xie;1977-08-19;University of Copenhagen
6171;D__Jayne;1994-09-18;University of Nebraska-Lincoln
6170;M__Perenyei;1965-05-28;Kansas State University
6173;Z__Ren;1979-02-01;Chinese Academy of Sciences
6172;O__Flossmann;1953-01-01;University of Wisconsin-Madiso
6186;Kazushige_Sato;1977-01-24;Slovak University of Technology in Bratislava
6185;C__Nakanishi;1947-10-25;Chinese Academy of Sciences
6188;I__Takeda;1973-08-05;University of Illinois
6187;S__Miyagi;1970-06-10;University of Nebraska-Lincoln
6189;Keisuke_Hukushima;1965-07-10;Stanford University
6180;Shu_sen_Zheng;1992-04-14;University of Illinois
6182;M__Minegishi;1951-03-23;Chinese Academy of Sciences
6181;Akefumi_Satoh;2001-11-25;University of Illinois
6184;H__Doi;1993-03-08;University of Arkansas
6183;Hiroyuki_Takahashi;1983-01-17;Beijing Normal University
3902;D__Poljak;1993-06-15;Kyoto University
3903;M__Cvetković;1953-05-10;University of Guelph
3904;O__Bottauscio;1978-11-10;Beijing Normal University
3905;I__Laakso;1998-06-29;Chinese Academy of Sciences
3906;E__Neufeld;1985-09-07;Colorado State University
3907;S__Reboux;1983-11-12;Kansas State University
3908;C__Warren;2002-06-18;University of Guelph
3909;A__Giannopoulos;1975-07-06;Chinese Academy of Sciences
3900;Xin_Li;1987-02-09;University of Copenhagen
3901;J__Rispoli;1998-09-09;University of Nebraska-Lincoln
6197;Haiying_Zhang;1969-08-05;Colorado State University
6196;Kyung_Hwa_Baek;1971-05-01;Kyoto University
6199;Young_Guen_Kwon;1966-02-09;Stanford University
6198;Bo_Ryeong_Lee;1951-12-08;Wuhan University
6191;Akehumi_Sato;2001-07-29;Colorado State University
6190;T__Aiso;1986-09-01;Wuhan University
6193;J__Tredger;1995-06-09;Beijing Normal University
6192;K__Fujimori;1949-12-04;Oklahoma State University
6195;A__Dhawan;1962-11-06;Wuhan University
6194;N__Brown;1975-06-30;University of Guelph
3913;Luis_J__Gomez;1986-12-22;Michigan State University
3914;A__C__Yücel;1990-02-10;University of Guelph
3915;E__Michielssen;1976-02-20;University of Nebraska-Lincoln
3916;Miran_Han;1953-04-05;Stanford University
3917;A__Lee;1999-04-11;University of Illinois
3918;Hyung_Do_Choi;1997-08-02;Wuhan University
3919;Y__Jung;1972-06-22;Kyoto University
3910;F__Costen;1968-11-19;University of Nebraska-Lincoln
3911;Duncan_Bell;1985-01-25;Chinese Academy of Sciences
3912;D__Mortimore;1968-04-19;University of Arkansas
3924;S__Romeo;1981-03-04;Wuhan University
3925;O__Zeni;1964-01-27;Kansas State University
3926;H__Dodig;1998-08-01;University of Arkansas
3927;V__De_Santis;1998-02-21;Beijing Normal University
3928;S__Cruciani;1959-02-26;Beijing Normal University
3929;T__Campi;1962-02-26;Wuhan University
3920;Jin_Seo_Park;1986-09-14;Michigan State University
3921;L__Panych;1967-12-25;Oklahoma State University
3922;B__Madore;1952-05-14;University of Arkansas
3923;V__Hartwig;1986-05-26;Michigan State University
2603;Cansu_Uzuner;1999-01-15;University of Arkansas
3935;M__McDougall;1997-08-31;University of Kentucky
2602;Katie_Chen_Dixon;1988-08-21;Wuhan University
3936;Jung_Hwan_Kim;1962-06-29;Oklahoma State University
2601;G__Hudelist;1968-07-17;Chinese Academy of Sciences
3937;K__Bae;1960-02-25;Colorado State University
2600;H__Krentel;1964-02-06;University of Kentucky
3938;Yujuan_Zhao;1949-06-27;University of Illinois
3939;T__Zhao;1963-08-23;Kansas State University
2609;A__Eddib;2003-01-22;University of Kentucky
2608;H__Reyes;1981-02-20;Kansas State University
3930;M__Feliziani;1952-05-24;University of Wisconsin-Madiso
2607;J__Sosa;1977-07-12;Chinese Academy of Sciences
3931;Xin_Chen;1969-03-27;University of Kentucky
2606;M__Shu;1973-11-19;Kyoto University
3932;M__Steckner;1957-08-02;Stanford University
2605;G__Condous;1965-04-20;University of Wisconsin-Madiso
3933;S__Wright;1963-11-28;Wuhan University
2604;J__Mak;1972-07-27;Kyoto University
3934;C__Malloy;1956-01-11;Colorado State University
2614;U__Ulrich;1964-01-24;Wuhan University
3946;D__Rodrigues;1982-04-15;Oklahoma State University
2613;R__Isermann;1951-08-06;China Agricultural University
3947;P__Stauffer;1955-02-26;Kyoto University
2612;Rasmus_Schmädecker;1995-02-27;Slovak University of Technology in Bratislava
3948;E__Colebeck;1948-06-18;University of Copenhagen
2611;Nora_Frumkin;1969-12-27;University of Guelph
3949;A__Hood;1964-05-28;Beijing Normal University
2610;A__Eswar;1981-10-15;Michigan State University
3940;A__Ibitoye;1955-02-22;University of Wisconsin-Madiso
2619;A__Njoku;1979-08-15;University of Copenhagen
3941;E__Nwoye;1978-04-03;Chinese Academy of Sciences
2618;H__Raji;1989-06-03;University of Nebraska-Lincoln
3942;A__Aweda;1981-11-29;Kansas State University
2617;S__Igbarumah;1992-05-20;Michigan State University
3943;A__Oremosu;1981-05-17;Kansas State University
2616;J__Akinmoladun;1959-09-14;University of Wisconsin-Madiso
3944;C__C__Anunobi;2002-09-14;Michigan State University
2615;E__Enabudoso;1974-04-19;Colorado State University
3945;N__Akanmu;1961-02-07;Chinese Academy of Sciences
2625;N__Madhavi;1992-10-25;University of Kentucky
3957;Y__Eryaman;1976-12-10;Michigan State University
2624;V__Bindra;1977-07-01;University of Guelph
3958;Y__Rozenholc;1966-12-11;University of Nebraska-Lincoln
2623;L__Aliyu;1993-07-29;Michigan State University
3959;E__Adalsteinsson;1996-02-10;University of Kentucky
2622;I__Awowole;1951-07-10;Michigan State University
2621;O__Ogbebor;1970-09-28;China Agricultural University
2620;J__Ikubor;1948-03-27;University of Wisconsin-Madiso
3950;S__Salahi;1995-03-27;University of Illinois
3951;P__Maccarini;1986-12-08;Kyoto University
3952;E__Topsakal;1994-01-19;Oklahoma State University
2629;G__Aimagambetova;1993-10-13;University of Copenhagen
3953;A__Torrado_Carvajal;1957-07-05;Beijing Normal University
2628;N__Balakrishna;2000-12-09;University of Illinois
3954;J__L__Herraiz;1975-03-04;University of Nebraska-Lincoln
2627;K__Nivya;1986-08-17;Wuhan University
3955;J__Hernández_Tamames;1989-02-17;University of Kentucky
2626;G__Mohanty;1962-08-07;Colorado State University
3956;Raúl_San_José_Estépar;1973-03-31;University of Guelph
3970;P__Wust;1957-12-27;Kyoto University
2636;Yunpeng_Liu;1998-02-22;Slovak University of Technology in Bratislava
3968;A__Rodríguez;1997-03-28;Kansas State University
2635;Yan_Li;1997-11-22;Slovak University of Technology in Bratislava
3969;H__Kok;1978-06-14;University of Guelph
2634;P__Nichols;1960-11-19;Wuhan University
2633;S__Terzic;1972-11-15;University of Guelph
2632;B__Aitbayeva;1972-10-02;Slovak University of Technology in Bratislava
2631;G__Bapayeva;1969-12-22;University of Illinois
2630;J__Kunz;1954-06-15;Kyoto University
3960;L__Wald;1999-02-09;Chinese Academy of Sciences
3961;N__Malpica;1947-07-23;University of Arkansas
3962;T__Karadağ;1993-12-03;University of Wisconsin-Madiso
3963;M__Yüceer;1969-06-28;University of Guelph
3964;T__Abbasov;1978-04-08;University of Arkansas
2639;A__Glieder;1980-12-26;University of Guelph
3965;S__Solís_Nájera;1978-12-20;Slovak University of Technology in Bratislava
2638;A__Faschinger;1968-02-08;Slovak University of Technology in Bratislava
3966;R__Martín;1956-12-01;University of Copenhagen
2637;B__Reiter;1963-06-05;Beijing Normal University
3967;F__Vazquez;1991-01-23;University of Copenhagen
3980;C__C__Annunobi;1967-04-21;University of Guelph
3981;O__Akanmu;1948-12-08;Kyoto University
2650;N__Wade;1984-04-09;Beijing Normal University
2647;Jarrod_L__Guppy;1956-09-10;Chinese Academy of Sciences
3979;M__Aweda;1974-04-16;Colorado State University
2646;A__Panche;1980-10-08;University of Wisconsin-Madiso
2645;S__Harke;1990-06-20;Colorado State University
2644;A__Diwan;1951-04-22;University of Kentucky
2643;M__Sellars;1981-06-22;Beijing Normal University
2642;B__Degnan;1955-07-03;University of Wisconsin-Madiso
2641;Tamera_R__Callaghan;1949-09-29;Oklahoma State University
2640;H__Schwab;1952-08-01;Oklahoma State University
3971;P__Stauffer;1970-05-31;Kansas State University
3972;F__Bardati;1964-03-31;Kansas State University
3973;G__V__van_Rhoon;1949-12-30;Kyoto University
3974;J__Crezee;1983-02-09;University of Nebraska-Lincoln
3975;B__Kibret;1964-03-30;Kansas State University
3976;A__Teshome;1980-04-14;Oklahoma State University
2649;D__Jerry;1969-04-28;China Agricultural University
3977;D__Lai;1948-01-18;Beijing Normal University
2648;David_B__Jones;1972-08-24;Stanford University
3978;Z__Ibitoye;1990-01-08;University of Kentucky
3990;T__Nagaoka;1951-11-15;University of Arkansas
3991;I__Flintoft;1997-10-10;Stanford University
3992;M__Robinson;2001-06-15;Kyoto University
2661;J__Company;1998-12-18;Colorado State University
2660;T__Ventura;1955-04-23;Kyoto University
2658;K__Dudley;1965-01-01;Stanford University
2657;Lifat_Rahi;1967-08-05;University of Guelph
2656;V__Sbragaglia;1989-12-29;University of Arkansas
2655;T__Nguyen;1970-12-05;University of Wisconsin-Madiso
2654;G__Rotllant;1982-09-10;University of Nebraska-Lincoln
2653;K__Zenger;1974-10-04;Oklahoma State University
2652;R__Huerlimann;1963-10-13;Chinese Academy of Sciences
2651;H__Raadsma;1951-06-27;University of Guelph
3982;E__Cabot;2002-02-26;University of Arkansas
3983;A__Christ;1998-06-22;University of Guelph
3984;B__Bühlmann;1952-04-25;China Agricultural University
3985;Marcel_Zefferer;1948-08-16;University of Wisconsin-Madiso
3986;N__Chavannes;1969-12-17;Wuhan University
3987;J__Bakker;1951-06-27;Kyoto University
3988;G__V__van_Rhoon;1989-08-15;Beijing Normal University
2659;D__Hurwood;1966-07-12;University of Nebraska-Lincoln
3989;N__Kuster;1968-07-18;Colorado State University
2672;P__L__Hertzler;1991-04-07;University of Guelph
2671;R__S__E__Glaves;1981-12-19;University of Wisconsin-Madiso
2670;S__McWilliam;1953-05-27;Stanford University
2669;C__Trewin;1971-06-07;University of Kentucky
2668;B__Glencross;1981-12-31;Michigan State University
2667;N__Preston;1997-10-12;University of Arkansas
2666;G__Coman;1999-11-04;University of Copenhagen
2665;Stuart_Arnold;1985-11-30;Wuhan University
2664;P__Mather;1981-12-30;Beijing Normal University
2663;J__Aguzzi;1996-04-18;Kyoto University
2662;V__Chand;1998-10-24;Beijing Normal University
3993;G__Melia;1984-07-22;Slovak University of Technology in Bratislava
3994;A__Marvin;1961-09-13;Colorado State University
3995;J__Dawson;1959-01-11;Beijing Normal University
3996;Congsheng_Li;1964-12-03;Slovak University of Technology in Bratislava
3997;Qinghua_Chen;1998-03-06;University of Kentucky
3998;Yi_Xie;1972-07-16;Slovak University of Technology in Bratislava
3999;M__Chiampi;1991-09-25;University of Guelph
2683;A__Nogin;1971-04-23;Colorado State University
2682;Cristian_Tapus;1993-12-10;Oklahoma State University
2681;Wei_Hu;1980-03-09;Kansas State University
2680;Zuoyan_Zhu;1958-10-14;Chinese Academy of Sciences
2679;Shuangfei_Li;1984-10-15;University of Guelph
2678;Daji_Luo;1999-11-08;University of Illinois
2677;C__Zhong;1977-02-20;Slovak University of Technology in Bratislava
2676;Wei_Huang;1968-10-31;University of Kentucky
2675;J__Xu;1968-08-03;University of Wisconsin-Madiso
2674;R__Tume;1964-05-09;Kansas State University
2673;Mike_Anderson;1956-02-10;University of Copenhagen
2694;M__Rahman;1971-12-24;China Agricultural University
2693;Hung_Sheng_Lang;1973-07-07;Kansas State University
2692;Chien_Fu_Chen;1995-02-28;Chinese Academy of Sciences
2691;Wen_Hsien_Fang;1980-10-02;University of Arkansas
2690;Ha_H__Nguyen;1983-07-21;Stanford University
2689;H__Tuan;1979-12-05;Slovak University of Technology in Bratislava
2688;E__Che;1983-12-10;Beijing Normal University
2687;S__Mukherjee;1955-01-19;Stanford University
2686;A__Samydurai;1950-10-12;University of Wisconsin-Madiso
2685;Jerome_White;1985-04-10;Chinese Academy of Sciences
2684;J__Hickey;1981-08-30;Beijing Normal University
2699;Wei_Liang;1974-10-04;Wuhan University
2698;S__Ng;1995-02-04;Oklahoma State University
2697;H__Nguyen;1978-12-05;University of Wisconsin-Madiso
2696;Insoo_Koo;1980-07-16;Stanford University
2695;Young_Doo_Lee;2001-04-12;University of Illinois
8810;C__Granata;1989-08-28;University of Wisconsin-Madiso
10130;H__Hannawi;1968-02-27;Kansas State University
10139;T__Shakoori;1978-05-05;University of Copenhagen
8808;Elena_Chiodaroli;1951-05-28;Kyoto University
8809;Simone_Cappio_Borlino;1956-05-28;University of Wisconsin-Madiso
8802;P__Peretti_Watel;1967-02-09;Chinese Academy of Sciences
